Combination: ('년도 및 분기',)
GS리테일,서울4년,영업지원,28
삼성전자㈜,서울4년,반도체엔지니어,20
GS리테일,지방4년,영업지원,18
삼성전자㈜,수도권4년,반도체엔지니어,15
GS리테일,수도권4년,영업지원,15
한국전력공사,서울4년,사무담당자,15
CJ대한통운(주),지방4년,자재관리자,13
NH농협은행,지방4년,금융영업,12
삼성전자㈜,지방4년,반도체엔지니어,11
엘지전자㈜,서울4년,전기·전자엔지니어,11
중소기업은행,서울4년,금융영업,11
현대카드,서울4년,경영·비즈니스기획,10
국민건강보험공단,지방4년,사무담당자,10
SK하이닉스(주),서울4년,반도체엔지니어,10
SK하이닉스(주),수도권4년,품질관리자,10
현대글로비스(주),서울4년,자재관리자,10
포스코홀딩스,지방4년,품질관리자,9
한국토지주택공사,서울4년,사무담당자,9
삼성전자㈜,대학원,반도체엔지니어,9
SK하이닉스(주),지방4년,품질관리자,9
한국전력공사,지방4년,전기·전자엔지니어,9
신한은행,서울4년,금융영업,8
㈜BGF리테일,서울4년,영업지원,8
한전KPS(주),고졸,전기·전자엔지니어,8
CJ제일제당(주),서울4년,품질관리자,8
삼성전자㈜,서울4년,전기·전자엔지니어,7
GS리테일,수도권4년,제품영업,7
GS리테일,서울4년,제품영업,7
근로복지공단,지방4년,사무담당자,7
현대자동차㈜,서울4년,기계엔지니어,7
한국수자원공사,서울4년,사무담당자,7
한국철도공사,서울4년,사무담당자,7
SK하이닉스(주),대학원,반도체엔지니어,7
(주)LG화학,서울4년,품질관리자,7
씨제이올리브네트웍스㈜,서울4년,앱개발자,7
삼성전자㈜,서울4년,앱개발자,7
현대모비스㈜,서울4년,기계엔지니어,7
한국전력공사,지방4년,사무담당자,7
SK하이닉스(주),수도권4년,반도체엔지니어,6
코리아세븐,서울4년,영업지원,6
GS리테일,지방4년,제품영업,6
한국철도공사,지방4년,사무담당자,6
㈜국민은행,서울4년,금융영업,6
한국산업인력공단,지방4년,사무담당자,6
한국중부발전(주),지방4년,전기·전자엔지니어,6
엘지디스플레이,수도권4년,품질관리자,6
한국철도공사,수도권4년,사무담당자,6
㈜우리은행,서울4년,금융영업,6
현대자동차㈜,지방4년,품질관리자,6
삼성전자㈜,지방4년,앱개발자,6
삼성전자㈜,지방4년,생산직종사자,6
CJ제일제당(주),수도권4년,품질관리자,6
㈜KT,서울4년,네트워크엔지니어,6
삼성전자㈜,서울4년,제품영업,6
삼성디스플레이(주),서울4년,반도체엔지니어,6
롯데IT테크(주),서울4년,앱개발자,6
CJ대한통운(주),서울4년,자재관리자,6
한샘,지방4년,제품영업,6
한국전력공사,고졸,전기·전자엔지니어,6
CJ제일제당(주),서울4년,영업지원,6
현대모비스㈜,지방4년,품질관리자,5
엘지디스플레이,서울4년,반도체엔지니어,5
포스코홀딩스,고졸,생산직종사자,5
엘지디스플레이,지방4년,반도체엔지니어,5
엘지전자㈜,서울4년,영업지원,5
현대자동차㈜,수도권4년,품질관리자,5
엘지전자㈜,서울4년,제품영업,5
㈜효성,수도권4년,품질관리자,5
현대제철주식회사,지방4년,품질관리자,5
현대자동차㈜,수도권4년,기계엔지니어,5
삼성전자㈜,지방4년,품질관리자,5
삼성전자㈜,대학원,생산직종사자,5
현대오토에버㈜,서울4년,앱개발자,5
현대글로비스(주),수도권4년,자재관리자,5
삼성전자㈜,수도권4년,품질관리자,5
SK하이닉스(주),지방4년,반도체엔지니어,5
삼성전자㈜,수도권4년,시스템엔지니어,5
현대자동차㈜,지방4년,기계엔지니어,5
현대위아(주),지방4년,품질관리자,5
㈜BGF리테일,지방4년,영업지원,5
㈜BGF리테일,수도권4년,영업지원,5
㈜KT,지방4년,영업지원,5
한국가스공사,고졸,전기·전자엔지니어,5
CJ제일제당(주),서울4년,제품영업,5
도로교통공단,지방4년,사무담당자,5
한국서부발전(주),고졸,전기·전자엔지니어,5
국민연금공단,지방4년,사무담당자,5
(주)한진,지방4년,자재관리자,5
㈜우리은행,지방4년,금융영업,5
서울교통공사,서울4년,사무담당자,5
에프알엘코리아,서울4년,영업지원,5
GS리테일,수도권4년,자재관리자,5
(주)아모레퍼시픽,서울4년,영업지원,5
한국산업기술진흥원,서울4년,사무담당자,5
한샘,서울4년,영업지원,5
새마을금고중앙회,수도권4년,금융영업,5
코리아세븐,지방4년,영업지원,5
CJ대한통운(주),수도권4년,자재관리자,5
NH농협은행,서울4년,금융영업,5
금호석유화학(주),수도권4년,품질관리자,5

Combination: ('회사명', '과', '지원 직종')
회사명,과,지원 직종,count
한전KPS(주),0,전기·전자엔지니어,8
한국전력공사,0,전기·전자엔지니어,6
현대자동차㈜,기계공학과,기계엔지니어,6
한국가스공사,0,전기·전자엔지니어,5
롯데IT테크(주),컴퓨터학부,앱개발자,5
한국중부발전(주),전자공학,전기·전자엔지니어,5
GS리테일,경영학과,영업지원,5
삼성전자㈜,전자공학부,반도체엔지니어,5
한국전력공사,전자공학,전기·전자엔지니어,5
한국동서발전(주),전자공학,전기·전자엔지니어,5
포스코홀딩스,0,생산직종사자,5
삼성전자㈜,기계공학과,반도체엔지니어,5
SK하이닉스(주),전자공학과,반도체엔지니어,5
한국서부발전(주),0,전기·전자엔지니어,5

Combination: ('학력', '과', '지원 직종')
학력,과,지원 직종,count
고졸,0,전기·전자엔지니어,67
지방4년,전자공학,전기·전자엔지니어,31
고졸,0,사무담당자,30
서울4년,경영학과,인사담당자,27
지방4년,행정학과,사무담당자,25
서울4년,전기전자,전기기사,25
서울4년,경영학부,재무담당자,24
서울4년,행정학과,사무담당자,22
고졸,0,회계담당자,22
대학원,경영학과,사무담당자,21
수도권4년,화학공학,품질관리자,21
서울4년,전기전자,전기·전자엔지니어,21
서울4년,경영학과,경영·비즈니스기획,21
서울4년,경영계열,경영·비즈니스기획,20
서울4년,컴퓨터공학과,웹개발자,19
지방4년,노인복지보건,사무담당자,19
고졸,0,생산직종사자,19
지방4년,컴퓨터공학,앱개발자,18
지방4년,기계공학과,기계엔지니어,18
서울4년,법,제품영업,18
서울4년,경영학과,사무담당자,18
서울4년,전기생체공학부,전기·전자엔지니어,18
수도권4년,산업경영공학과,품질관리자,18
서울4년,회계세무학과,재무담당자,18
서울4년,컴퓨터공학부,시스템엔지니어,18
서울4년,공공인재학부,경영·비즈니스기획,17
서울4년,컴퓨터공학,기술·전문강사,17
고졸,0,기계엔지니어,17
지방4년,기계설계공학과,기계엔지니어,17
수도권4년,경제학과,회계담당자,17
서울4년,컴퓨터공학부,앱개발자,17
서울4년,컴퓨터학부,시스템엔지니어,16
서울4년,컴퓨터공학과,앱개발자,16
대학원,중국어교육전공,인사담당자,15
서울4년,경영학과,제품영업,15
지방4년,컴퓨터학부,앱개발자,15
서울4년,경영학과,경영지원,15
대학원,국제의료경영학과,경영·비즈니스기획,15
수도권4년,경제학과,재무담당자,15
서울4년,법학과,사무담당자,15
수도권4년,화학공학과,품질관리자,15
지방4년,경영학과,제품영업,14
고졸,0,금융영업,14
서울4년,경영학과,온라인마케터,14
수도권4년,경영학과,사무담당자,14
서울4년,경영학과,금융영업,14
서울4년,경제,사무담당자,14
고졸,0,전기기사,14
수도권4년,경제학과,제품영업,14
서울4년,식품생명공학과,화학엔지니어,14
서울4년,경영학과,재무담당자,14
지방4년,기계설계공학과,품질관리자,13
서울4년,기계공학과,기계엔지니어,13
수도권4년,컴퓨터공학과,시스템엔지니어,13
서울4년,경영학부,경영·비즈니스기획,13
서울4년,컴퓨터학부,앱개발자,13
서울4년,국제물류학과,자재관리자,13
수도권4년,경영학과 마케팅경영전공,사무담당자,13
서울4년,경제학과,사무담당자,13
수도권4년,기계공학과,기계엔지니어,13
고졸,0,품질관리자,12
서울4년,경영학부,금융영업,12
수도권4년,전자공학,품질관리자,12
지방4년,산업공학과,품질관리자,12
지방4년,컴퓨터공학과,웹개발자,12
지방4년,안전공학과,시설관리자,12
서울4년,영어영문학,인사담당자,11
서울4년,산업시스템공학과,앱개발자,11
서울4년,건축공학부,건축기사,11
서울4년,공공인재학부,재무담당자,11
서울4년,회계세무학과,회계담당자,11
대학원,휴먼ICT융합학과,앱개발자,11
지방4년,전자공학부,반도체엔지니어,11
서울4년,도시공학과/국제물류학과,자재관리자,11
서울4년,기계공학,기계엔지니어,11
서울4년,기계공학과,설계엔지니어,11
지방4년,기계공학과,품질관리자,11
지방4년,경제학과,사무담당자,11
서울4년,영어교육학과,영업지원,10
지방4년,환경공학과,화학엔지니어,10
수도권4년,전자공학과,백엔드개발자,10
서울4년,회계세무학과,사무담당자,10
서울4년,무역학과,제품영업,10
수도권4년,컴퓨터공학과,웹개발자,10
수도권4년,관광경영,제품영업,10
서울4년,영어영문학과,사무담당자,10
서울4년,경영학,영업지원,10
대졸4년,컴퓨터공학,앱개발자,10
대학원,반도체&디스플레이과학경영학과,화학엔지니어,10
수도권4년,컴퓨터공학부,앱개발자,10
수도권4년,응용화학생명공학과,품질관리자,10
서울4년,경제,경영·비즈니스기획,10
서울4년,경영학부,제품영업,10
수도권4년,경영학과,영업지원,10
수도권4년,전자공학,전기·전자엔지니어,9
서울4년,경제학부,영업지원,9
지방4년,경영학부,금융영업,9
서울4년,경제학과,영업지원,9
서울4년,경영학과,회계담당자,9
서울4년,경제학과,제품영업,9
지방4년,무역학,영업지원,9
지방4년,노인복지보건학과,사무담당자,9
서울4년,화공생명공학과,품질관리자,9
지방4년,컴퓨터소프트웨어공학과,백엔드개발자,9
지방4년,컴퓨터소프트웨어공학전공,앱개발자,9
대졸4년,소프트웨어공학과,웹개발자,9
서울4년,법,사무담당자,9
서울4년,경영,영업지원,9
지방4년,화학공학부,품질관리자,8
지방4년,경영학과,사무담당자,8
서울4년,국어국문,온라인마케터,8
수도권4년,법학과,사무담당자,8
서울4년,경제학과,경영·비즈니스기획,8
서울4년,국어국문,경영·비즈니스기획,8
지방4년,경제금융,영업지원,8
대학원,화학공학,화학엔지니어,8
서울4년,컴퓨터공학,앱개발자,8
대학원,전자컴퓨터통신공,기술·전문강사,8
대학원,국제의료경영학과,R&D·연구원,8
서울4년,식품영양학과,품질관리자,8
서울4년,응용통계학과,머신러닝엔지니어,8
수도권4년,산업경제학과,사무담당자,8
수도권4년,산업환경보건학과,전기기사,8
대학원,중국어교육전공,해외영업,8
서울4년,법,인사담당자,8
서울4년,경제학부,인사담당자,8
서울4년,역사콘텐츠학과,사무담당자,8
수도권4년,e-비즈니스과,해외영업,8
지방4년,경제통상학부,사무담당자,8
수도권4년,정보통신전자공,네트워크엔지니어,8
수도권4년,컴퓨터공학,앱개발자,7
수도권4년,화학과,품질관리자,7
대학원,화공생명공학과,바이오·제약연구원,7
서울4년,국제통상학과,영업지원,7
수도권4년,정보통신공학,시스템엔지니어,7
지방4년,경영학과,경영·비즈니스기획,7
지방4년,기계공학과,설비엔지니어,7
수도권4년,산업경영공학과,시스템엔지니어,7
서울4년,건축공학과,현장관리자,7
서울4년,환경공학과/화학공학(복수전공),화학엔지니어,7
서울4년,정보통신전자공학부,앱개발자,7
서울4년,생명과학부,품질관리자,7
서울4년,영어영문학,소프트웨어개발자,7
대학원,기계공학과,기계엔지니어,7
서울4년,법,영업지원,7
지방4년,발명특허,제품영업,7
지방4년,섬유시스템공학과,품질관리자,7
수도권4년,기계공학과,품질관리자,7
서울4년,영어교육학과,해외영업,7
서울4년,화학생명공학,화학엔지니어,7
서울4년,경제학과,재무담당자,7
지방4년,경영학과,영업지원,7
대학원,화학공학,품질관리자,7
수도권4년,경영학부,해외영업,7
수도권4년,경영학,영업지원,7
서울4년,체육학과/경영학과,영업지원,7
서울4년,경영학부,영업지원,7
수도권4년,통계학,제품영업,7
서울4년,환경공학과,품질관리자,7
대졸4년,무역학과,경영·비즈니스기획,7
서울4년,전자공학과,전기·전자엔지니어,7
수도권4년,전자공학과,전기·전자엔지니어,7
대학원,생물공학,화학엔지니어,7
서울4년,정보시스템,기술·전문강사,6
서울4년,건축학과,현장관리자,6
고졸,0,제품영업,6
지방4년,응용화학공학과,품질관리자,6
수도권4년,컴퓨터공학과,앱개발자,6
지방4년,컴퓨터학부,기술·전문강사,6
지방4년,컴퓨터학부,시스템엔지니어,6
지방4년,경제학과,경영·비즈니스기획,6
서울4년,국어국문,제품영업,6
서울4년,행정학과,영업지원,6
대학원,전자공학과,반도체엔지니어,6
고졸,0,경영·비즈니스기획,6
서울4년,국제통상학과,제품영업,6
서울4년,화학공학,품질관리자,6
지방4년,컴퓨터공학부,앱개발자,6
서울4년,화학공학/고분자공학부,화학엔지니어,6
해외대학,회계,경영·비즈니스기획,6
서울4년,글로벌경영학과,재무담당자,6
지방4년,고분자공학과,품질관리자,6
서울4년,전자전기컴퓨터,전기·전자엔지니어,6
서울4년,금융경제,영업지원,6
서울4년,산업시스템공학과,시스템엔지니어,6
수도권4년,경영학과,재무담당자,6
지방4년,화학공학,품질관리자,6
지방4년,경영학부,제품영업,6
서울4년,전기생체공학부,품질관리자,6
지방4년,국제통상학부,사무담당자,6
서울4년,한국사학과,영업지원,6
수도권4년,기계공학과,반도체엔지니어,6
지방4년,경영학과,회계담당자,6
수도권4년,전자통신공학과,반도체엔지니어,6
서울4년,법학,자재관리자,6
서울4년,독어독문학과,해외영업,6
수도권4년,응용화학생명공학과,화학엔지니어,6
서울4년,경제학과,MD,6
지방4년,기계공학과,생산직종사자,6
지방4년,독어독문학과,영업지원,6
지방4년,메카트로닉스공학과,품질관리자,6
지방4년,조선해양공학과,품질관리자,6
서울4년,영어통번역학과,제품영업,6
지방4년,도시계획부동산,사무담당자,6
해외대학,상경학부,구매관리자,6
수도권4년,사이버보안학과,네트워크엔지니어,6
서울4년,경영학과,해외영업,6
서울4년,경영학,경영·비즈니스기획,6
서울4년,시각디자인학과,그래픽디자이너,6
지방4년,물류시스템공학과,자재관리자,6
대학원,국제의료경영학과,바이오·제약연구원,6
서울4년,경제,영업지원,6
대학원,경영학부,사무담당자,6
지방4년,전자공학부,전기·전자엔지니어,6
서울4년,정보통신공학과,네트워크엔지니어,6
수도권4년,컴퓨터공학부,웹개발자,5
서울4년,화학공학과,품질관리자,5
서울4년,경영학,온라인마케터,5
서울4년,금융학과,금융영업,5
서울4년,경제학과,금융영업,5
서울4년,경영학,금융영업,5
서울4년,미디어학부,온라인마케터,5
수도권4년,기계공학과,설치·수리기사,5
서울4년,글로벌금융전공,금융영업,5
대학원,신소재 공학,반도체엔지니어,5
지방4년,중어중문학과,사무담당자,5
지방4년,행정학과,사무보조,5
지방4년,경제금융,금융영업,5
지방4년,도시계획부동산,건축기사,5
서울4년,법학,영업지원,5
지방4년,컴퓨터공학부,웹개발자,5
서울4년,시스템경영공학과,품질관리자,5
서울4년,한문학과,사무담당자,5
대학원,전파정보통신공학과,전기·전자엔지니어,5
지방4년,사학과,영업지원,5
수도권4년,산업경영공학과,자재관리자,5
서울4년,경제,재무담당자,5
수도권4년,신소재 공학,R&D·연구원,5
서울4년,식품자원경제학,자재관리자,5
서울4년,경영학과,영업지원,5
서울4년,국제통상학과,자재관리자,5
수도권4년,법학과,영업지원,5
서울4년,글로벌경영,영업지원,5
지방4년,수학과,영업지원,5
서울4년,글로벌경영,제품영업,5
지방4년,도시계획부동산,사무보조,5
대학원,저널리즘학과,기자,5
서울4년,경영,제품영업,5
대졸4년,인문학부,앱개발자,5
수도권4년,경제학과,영업지원,5
지방4년,경영학부,영업지원,5
수도권4년,경제학과,경영·비즈니스기획,5
수도권4년,정보통신공학,앱개발자,5
대학원,물리학과,반도체엔지니어,5
서울4년,경영계열,사무담당자,5
서울4년,회계학과,회계담당자,5
서울4년,영어영문학,경영·비즈니스기획,5
서울4년,자동차IT융합학과,기계엔지니어,5
서울4년,경영학부,사무담당자,5
지방4년,컴퓨터공학,웹개발자,5
지방4년,신소재화학과,환경기사,5
서울4년,소프트웨어공학과,웹개발자,5
서울4년,컴퓨터소프트웨어,앱개발자,5
서울4년,전기공학과,전기·전자엔지니어,5
지방4년,전자공학부,품질관리자,5
지방4년,경영학부,사무담당자,5
대졸4년,컴퓨터학부,앱개발자,5
수도권4년,건축공학과,현장관리자,5
서울4년,경영대학 경영학과,인바운드상담원,5
지방4년,기계설계공학과,생산직종사자,5
대학원,산업공학,품질관리자,5
서울4년,전기생체공학부,현장관리자,5
수도권4년,컴퓨터공학과,제품영업,5
서울4년,영어영문학,금융영업,5
서울4년,경영,금융영업,5
서울4년,영어영문학,사무담당자,5
대학원,금융보험학과,사무담당자,5
서울4년,경제학과,해외영업,5
서울4년,기계공학과,생산직종사자,5
수도권4년,국제통상,자재관리자,5
대학원,환경보건학과,바이오·제약연구원,5
수도권4년,전자공학과,품질관리자,5
수도권4년,정보통신전자공,시스템엔지니어,5

Combination: ('년도 및 분기', '회사명', '학력', '과')
년도 및 분기,회사명,학력,과,count
2016년 상반기,한국지역난방공사,고졸,0,8
2016년 상반기,삼성전자㈜,고졸,0,6
2016년 상반기,삼성화재해상보험,고졸,0,6

Combination: ('년도 및 분기', '회사명', '학력', '지원 직종')
년도 및 분기,회사명,학력,지원 직종,count
2016년 상반기,GS리테일,서울4년,영업지원,8
2018년 상반기,삼성전자㈜,수도권4년,반도체엔지니어,6
2015년 하반기,GS리테일,서울4년,영업지원,6
2018년 상반기,삼성전자㈜,서울4년,반도체엔지니어,5
2016년 하반기,현대글로비스(주),서울4년,자재관리자,5
2016년 상반기,GS리테일,지방4년,제품영업,5

Combination: ('년도 및 분기', '학력', '과', '지원 직종')
년도 및 분기,학력,과,지원 직종,count
2020년 상반기,지방4년,행정학과,사무담당자,20
2017년 하반기,고졸,0,전기·전자엔지니어,19
2019년 하반기,서울4년,전기전자,전기기사,19
2022년 하반기,수도권4년,경제학과,회계담당자,16
2018년 하반기,고졸,0,전기·전자엔지니어,15
2015년 하반기,서울4년,컴퓨터공학,기술·전문강사,15
2016년 상반기,고졸,0,회계담당자,14
2018년 상반기,대학원,경영학과,사무담당자,14
2020년 하반기,서울4년,경영학부,재무담당자,13
2016년 하반기,서울4년,경영학과,인사담당자,12
2016년 상반기,고졸,0,사무담당자,12
2019년 하반기,서울4년,영어영문학,인사담당자,11
2017년 하반기,대학원,휴먼ICT융합학과,앱개발자,11
2015년 하반기,수도권4년,화학공학,품질관리자,11
2017년 하반기,서울4년,국제물류학과,자재관리자,11
2023년 상반기,서울4년,공공인재학부,경영·비즈니스기획,10
2018년 상반기,서울4년,법학과,사무담당자,10
2023년 상반기,서울4년,공공인재학부,재무담당자,10
2016년 상반기,지방4년,컴퓨터공학,앱개발자,9
2022년 상반기,대학원,중국어교육전공,인사담당자,9
2023년 상반기,지방4년,컴퓨터소프트웨어공학과,백엔드개발자,8
2015년 하반기,대졸4년,컴퓨터공학,앱개발자,8
2017년 하반기,수도권4년,전자공학,전기·전자엔지니어,8
2017년 하반기,서울4년,국어국문,경영·비즈니스기획,8
2020년 상반기,수도권4년,경영학과 마케팅경영전공,사무담당자,8
2018년 하반기,서울4년,행정학과,사무담당자,8
2021년 하반기,고졸,0,기계엔지니어,8
2016년 하반기,수도권4년,정보통신전자공,네트워크엔지니어,8
2017년 상반기,서울4년,경제,사무담당자,8
2015년 하반기,서울4년,컴퓨터공학,앱개발자,8
2017년 상반기,서울4년,법,제품영업,8
2016년 상반기,고졸,0,금융영업,8
2016년 하반기,지방4년,기계설계공학과,품질관리자,8
2016년 상반기,고졸,0,전기·전자엔지니어,8
2016년 하반기,지방4년,컴퓨터소프트웨어공학전공,앱개발자,8
2016년 상반기,서울4년,컴퓨터공학부,시스템엔지니어,8
2017년 하반기,서울4년,경영학,영업지원,8
2023년 상반기,서울4년,경영학과,인사담당자,8
2017년 하반기,지방4년,전자공학,전기·전자엔지니어,8
2015년 하반기,수도권4년,컴퓨터공학부,앱개발자,8
2015년 하반기,지방4년,기계공학과,기계엔지니어,8
2015년 하반기,지방4년,경제금융,영업지원,8
2018년 상반기,고졸,0,전기·전자엔지니어,8
2016년 상반기,서울4년,식품생명공학과,화학엔지니어,8
2017년 상반기,서울4년,회계세무학과,재무담당자,7
2017년 상반기,서울4년,회계세무학과,회계담당자,7
2021년 상반기,서울4년,무역학과,제품영업,7
2016년 하반기,서울4년,환경공학과/화학공학(복수전공),화학엔지니어,7
2023년 상반기,서울4년,경영학과,경영지원,7
2021년 하반기,서울4년,컴퓨터공학과,웹개발자,7
2016년 하반기,대졸4년,소프트웨어공학과,웹개발자,7
2015년 하반기,수도권4년,컴퓨터공학,앱개발자,7
2022년 상반기,지방4년,산업공학과,품질관리자,7
2015년 하반기,서울4년,경영학과,금융영업,7
2017년 하반기,수도권4년,전자공학,품질관리자,7
2018년 상반기,서울4년,행정학과,사무담당자,7
2016년 상반기,서울4년,컴퓨터공학부,앱개발자,7
2015년 하반기,서울4년,컴퓨터학부,시스템엔지니어,7
2016년 하반기,서울4년,도시공학과/국제물류학과,자재관리자,7
2019년 상반기,서울4년,전기전자,전기·전자엔지니어,7
2017년 하반기,서울4년,산업시스템공학과,앱개발자,7
2016년 하반기,지방4년,기계설계공학과,기계엔지니어,7
2022년 하반기,서울4년,생명과학부,품질관리자,7
2015년 하반기,서울4년,컴퓨터공학부,시스템엔지니어,7
2016년 상반기,서울4년,컴퓨터학부,시스템엔지니어,7
2022년 상반기,수도권4년,경제학과,재무담당자,7
2015년 하반기,지방4년,안전공학과,시설관리자,7
2018년 하반기,수도권4년,e-비즈니스과,해외영업,7
2016년 상반기,지방4년,경제학과,사무담당자,7
2017년 하반기,서울4년,전기전자,전기·전자엔지니어,6
2017년 하반기,서울4년,전기생체공학부,전기·전자엔지니어,6
2015년 하반기,서울4년,화공생명공학과,품질관리자,6
2017년 상반기,서울4년,한국사학과,영업지원,6
2022년 상반기,대학원,국제의료경영학과,R&D·연구원,6
2015년 하반기,서울4년,전자전기컴퓨터,전기·전자엔지니어,6
2022년 상반기,대학원,국제의료경영학과,경영·비즈니스기획,6
2022년 하반기,서울4년,공공인재학부,경영·비즈니스기획,6
2015년 하반기,서울4년,식품생명공학과,화학엔지니어,6
2017년 하반기,서울4년,산업시스템공학과,시스템엔지니어,6
2015년 상반기,지방4년,기계공학과,기계엔지니어,6
2017년 하반기,지방4년,노인복지보건,사무담당자,6
2016년 하반기,서울4년,건축학과,현장관리자,6
2015년 하반기,수도권4년,컴퓨터공학과,웹개발자,6
2017년 하반기,서울4년,회계세무학과,재무담당자,6
2017년 하반기,수도권4년,사이버보안학과,네트워크엔지니어,6
2019년 상반기,서울4년,화학공학/고분자공학부,화학엔지니어,6
2018년 하반기,서울4년,법,사무담당자,6
2015년 하반기,서울4년,기계공학과,기계엔지니어,6
2019년 하반기,수도권4년,응용화학생명공학과,품질관리자,6
2016년 상반기,서울4년,기계공학,기계엔지니어,6
2017년 상반기,대학원,생물공학,화학엔지니어,6
2015년 하반기,수도권4년,컴퓨터공학과,시스템엔지니어,6
2017년 하반기,서울4년,국어국문,온라인마케터,6
2015년 하반기,서울4년,컴퓨터학부,앱개발자,6
2015년 하반기,서울4년,컴퓨터공학부,앱개발자,6
2015년 상반기,수도권4년,경영학과,사무담당자,6
2018년 상반기,지방4년,경영학과,제품영업,6
2017년 상반기,지방4년,노인복지보건,사무담당자,6
2016년 하반기,고졸,0,사무담당자,6
2017년 상반기,대학원,전자컴퓨터통신공,기술·전문강사,6
2015년 하반기,서울4년,경제학과,MD,6
2015년 하반기,서울4년,경제학부,영업지원,6
2015년 하반기,지방4년,컴퓨터학부,앱개발자,6
2023년 상반기,서울4년,영어영문학,소프트웨어개발자,6
2018년 하반기,수도권4년,산업경영공학과,품질관리자,6
2018년 상반기,서울4년,전기전자,전기·전자엔지니어,6
2015년 하반기,지방4년,메카트로닉스공학과,품질관리자,6
2018년 하반기,수도권4년,관광경영,제품영업,6
2015년 하반기,지방4년,컴퓨터공학,앱개발자,6
2018년 하반기,서울4년,정보통신공학과,네트워크엔지니어,6
2015년 하반기,지방4년,화학공학부,품질관리자,6
2018년 하반기,수도권4년,경영학,영업지원,6
2021년 상반기,지방4년,경영학과,회계담당자,6
2016년 하반기,서울4년,정보시스템,기술·전문강사,6
2016년 하반기,서울4년,국제통상학과,제품영업,6
2017년 상반기,지방4년,기계설계공학과,기계엔지니어,5
2019년 상반기,지방4년,전자공학,전기·전자엔지니어,5
2016년 상반기,지방4년,환경공학과,화학엔지니어,5
2022년 하반기,수도권4년,신소재 공학,R&D·연구원,5
2016년 상반기,서울4년,금융경제,영업지원,5
2015년 하반기,지방4년,기계공학과,생산직종사자,5
2017년 상반기,대학원,산업공학,품질관리자,5
2021년 하반기,수도권4년,산업환경보건학과,전기기사,5
2020년 하반기,고졸,0,전기·전자엔지니어,5
2017년 상반기,고졸,0,전기·전자엔지니어,5
2019년 하반기,서울4년,독어독문학과,해외영업,5
2021년 하반기,대학원,기계공학과,기계엔지니어,5
2017년 상반기,서울4년,경제,경영·비즈니스기획,5
2015년 하반기,수도권4년,경제학과,영업지원,5
2018년 하반기,서울4년,법,제품영업,5
2016년 상반기,서울4년,경제학과,사무담당자,5
2021년 상반기,서울4년,전기공학과,전기·전자엔지니어,5
2015년 하반기,서울4년,컴퓨터공학과,앱개발자,5
2015년 하반기,지방4년,무역학,영업지원,5
2015년 하반기,서울4년,컴퓨터소프트웨어,앱개발자,5
2021년 상반기,수도권4년,화학과,품질관리자,5
2016년 하반기,지방4년,컴퓨터공학과,웹개발자,5
2020년 상반기,서울4년,경영학부,경영·비즈니스기획,5
2016년 하반기,지방4년,국제통상학부,사무담당자,5
2020년 하반기,서울4년,경영학부,금융영업,5
2016년 하반기,서울4년,영어통번역학과,제품영업,5
2017년 하반기,서울4년,금융학과,금융영업,5
2018년 상반기,지방4년,노인복지보건,사무담당자,5
2018년 하반기,대학원,환경보건학과,바이오·제약연구원,5
2016년 하반기,지방4년,컴퓨터학부,앱개발자,5
2017년 상반기,지방4년,전자공학,전기·전자엔지니어,5
2019년 상반기,서울4년,경영학부,제품영업,5
2015년 하반기,서울4년,미디어학부,온라인마케터,5
2016년 하반기,서울4년,식품자원경제학,자재관리자,5
2016년 상반기,지방4년,경제통상학부,사무담당자,5
2016년 하반기,수도권4년,정보통신전자공,시스템엔지니어,5
2016년 하반기,서울4년,소프트웨어공학과,웹개발자,5
2017년 상반기,수도권4년,산업경영공학과,품질관리자,5
2018년 상반기,해외대학,상경학부,구매관리자,5
2016년 하반기,대졸4년,컴퓨터학부,앱개발자,5
2019년 상반기,지방4년,신소재화학과,환경기사,5
2019년 상반기,서울4년,역사콘텐츠학과,사무담당자,5
2015년 하반기,수도권4년,화학공학과,품질관리자,5
2016년 하반기,서울4년,건축공학부,건축기사,5
2023년 상반기,서울4년,경영대학 경영학과,인바운드상담원,5
2015년 상반기,서울4년,기계공학과,기계엔지니어,5
2016년 하반기,서울4년,경영,제품영업,5
2022년 상반기,서울4년,컴퓨터공학과,웹개발자,5
2016년 상반기,고졸,0,생산직종사자,5
2019년 하반기,서울4년,회계학과,회계담당자,5
2021년 하반기,대학원,화공생명공학과,바이오·제약연구원,5
2021년 하반기,서울4년,경영학과,재무담당자,5
2016년 상반기,고졸,0,품질관리자,5
2017년 상반기,서울4년,정보통신전자공학부,앱개발자,5
2016년 하반기,서울4년,경영학과,사무담당자,5

Combination: ('회사명', '학력', '과', '지원 직종')
회사명,학력,과,지원 직종,count
한전KPS(주),고졸,0,전기·전자엔지니어,8
한국전력공사,고졸,0,전기·전자엔지니어,6
한국가스공사,고졸,0,전기·전자엔지니어,5
한국전력공사,지방4년,전자공학,전기·전자엔지니어,5
한국중부발전(주),지방4년,전자공학,전기·전자엔지니어,5
포스코홀딩스,고졸,0,생산직종사자,5
한국서부발전(주),고졸,0,전기·전자엔지니어,5

